user->id,created_at,id,favorite_count,favorited,coordinates,lang,place->place_type,retweet_count,retweeted,text
2268566833,Wed Mar 26 13:32:43 +0000 2014,448814806414278656,0,False,None,en,None,1,False,"Now you can read our daily Sugar, Ethanol, Biofuels  related news updates at -   http://t.co/P1vvjMeBVT http://t.co/WRWGhtHM0Y"
2268566833,Wed Mar 26 13:30:14 +0000 2014,448814184549982209,0,False,None,en,None,0,False,Sugar sellers offer deep discounts as world awash with supply  \n\nhttp://t.co/aWsUzC2s5a
263251768,Wed Mar 26 13:09:58 +0000 2014,448809084339253248,0,False,None,en,None,0,False,@CafeCoffeeDay 'F.R.I.E.N.D.S' are just like extra sugar added to your coffee. #CCDtvQuiz
332107841,Wed Mar 26 13:09:27 +0000 2014,448808951765684224,0,False,None,en,None,2,False,"@FOX_Traveller #TwistOfTaste Very hard to choose 1 dish,every dish with twist was very good,But chicken with chocolate gravy was surprising"
1118624510,Wed Mar 26 13:03:18 +0000 2014,448807406810587138,0,False,None,en,None,0,False,Pay Rs 5000 for a cup of tea with Yogendra Yadav http://t.co/NZAQuDZZUm
492934147,Wed Mar 26 12:55:26 +0000 2014,448805427577225216,0,False,None,en,None,0,False,"Our maid told us yday tat she wl b takin leave nxt month to go 2 her native,Reason: election money+chicken+liquor #facts @BJP4India comment?"
344000453,Wed Mar 26 12:52:58 +0000 2014,448804804416905218,0,False,None,en,None,1,False,Pay Rs 5000 for a cup of tea with Yogendra Yadav: \nThe Aam Aadmi Party (AAP) is leaving no stone unturned to f... http://t.co/MXu53Gb0uL
84551845,Wed Mar 26 12:46:58 +0000 2014,448803295708991488,0,False,None,en,None,0,False,"3 times a day I think of becoming a vegetarian, and then I see some nice delicious chicken dish. Damn :/ \u2014 at IBM... http://t.co/e56db5RRWB"
84551845,Wed Mar 26 12:46:43 +0000 2014,448803231334817792,0,False,None,en,None,0,False,"3 times a day I think of becoming a vegetarian, and then I see some nice delicious chicken dish. Damn :/ http://t.co/XmAw4V0zPj"
149744311,Wed Mar 26 12:44:51 +0000 2014,448802763485347840,0,False,None,en,None,0,False,I want coffee !!! :'( mind s fading away ...
496819513,Wed Mar 26 12:19:59 +0000 2014,448796505416036352,0,False,None,en,None,0,False,i want chicken lasagnea . pleaaase ;'(
2150691560,Wed Mar 26 12:08:02 +0000 2014,448793497177313280,0,False,None,en,None,0,False,Government\u2019s pre-poll sugar sop questioned at WTO\nFor More details:... http://t.co/0vLteRUe5S
2150691560,Wed Mar 26 12:06:00 +0000 2014,448792985933971456,0,False,None,en,None,0,False,Government\u2019s pre-poll sugar sop questioned at WTO For More details: http://t.co/InYyELzwn9 http://t.co/2IJNOigXpL
1936148982,Wed Mar 26 11:06:44 +0000 2014,448778070363631616,0,False,None,en,None,0,False,@amyk344 it must be fun drinking coffee like this among other things
258201974,Wed Mar 26 10:51:04 +0000 2014,448774126514491392,0,False,None,en,None,0,False,"You guys seriously need to improve the taste of Lipton Ice Tea - Lemon. Sorry, it sucks. @LiptonIceTeaIN"
278957083,Wed Mar 26 10:31:30 +0000 2014,448769204825493504,0,False,"{u'type': u'Point', u'coordinates': [73.30935485, 17.00114307]}",en,None,0,False,"You r not sure about Medicines milk, edible oil, petrol U buy, &amp; money you have, What governance they speak? They R chits.Only AAP is best."
31482181,Wed Mar 26 10:28:17 +0000 2014,448768395085742081,0,False,None,en,None,0,False,@PenaBombay To more coffee and goals!
140390464,Wed Mar 26 09:51:44 +0000 2014,448759195844632577,0,False,None,en,None,0,False,"Hair Care Tips by Hairline Clinic... \nEssential fatty acids from walnuts, flaxseeds, fish and avocado are great food to eat for healthy hair"
30640002,Wed Mar 26 09:34:13 +0000 2014,448754786566144001,0,False,None,en,None,0,False,Chicken Madhbi. Arabian dish made by an Indian guy. http://t.co/CMJOjbeqBE
446478998,Wed Mar 26 09:12:05 +0000 2014,448749215842578432,0,False,None,en,None,0,False,Happy Jackson Mug - Coffee Makes My Day More Beautiful http://t.co/LDiTuQrJdJ
20769497,Wed Mar 26 09:07:48 +0000 2014,448748138476474368,0,False,None,en,None,0,False,Sugar futures gain 1.09 pc on rising demand: Analysts attributed the rise in sugar prices at futures trade to ... http://t.co/r5U4Fziclx
955889317,Wed Mar 26 08:35:03 +0000 2014,448739896341966848,0,False,None,en,None,0,False,@rebelleutionary yea...that guy was heart broken then moved on...she is trying her best to catch another big fish.Now the media need to stop
97790162,Wed Mar 26 08:16:00 +0000 2014,448735104504852480,0,False,None,en,None,0,False,@CafeCoffeeDay #CCDtvQuiz Breaking bad every morning when sugar is less in my bed coffee :P
478454994,Wed Mar 26 08:02:34 +0000 2014,448731724990517248,0,False,None,en,None,0,False,#SupportSmallbizIN @QBOIndia The Vegetable Sellers can include Daily Products like Milk &amp; Bread
87932334,Wed Mar 26 07:37:21 +0000 2014,448725378765701120,0,False,None,en,None,0,False,@QBOIndia #SupportSmallBizIN. the Milk Vendor Should sell Dairy products along with Milk supply
30606494,Wed Mar 26 07:28:33 +0000 2014,448723162159517696,0,False,None,en,None,1,False,RT @thinrhino: .@faasos has really lost it! Ordered some chicken rice feast. It is more like khichadi with some chicken and I hv no words f\u2026
2204647729,Wed Mar 26 07:19:54 +0000 2014,448720986049744896,1,False,None,en,None,0,False,Company facts \nAt Twitter HQ we consume 1440 hard boiled eggs weekly.\nWe also drink 585 gallons of coffee per week.:P http://t.co/gcl2aZYUgR
478454994,Wed Mar 26 07:01:47 +0000 2014,448716425784328194,0,False,None,en,None,0,False,#SupportSmallbizIN @QBOIndia Local Milk Seller on bike should be given funds to Open his Shop in the market
15978772,Wed Mar 26 06:54:34 +0000 2014,448714609659113472,0,False,None,en,None,1,False,.@faasos has really lost it! Ordered some chicken rice feast. It is more like khichadi with some chicken and I hv no words for the quantity!
100558809,Wed Mar 26 06:30:32 +0000 2014,448708561485709313,1,False,None,en,None,0,False,@McVitiesIndia #HealthyWithMcVities fish gives extra shine to skin and hair
140929331,Wed Mar 26 06:30:10 +0000 2014,448708471127437312,0,False,None,en,None,0,False,@McVitiesIndia Nuts\nSeeds\nMeat\nFish\nEggs\nproteins are essential for the growth and repair of body tissue #HealthyWithMcVities
305765471,Wed Mar 26 06:28:21 +0000 2014,448708011498799104,1,False,None,en,None,0,False,The people that don't have/want a FB account will queue up at midnight to pay for it when a FB + Oculus Rift + Hot Coffee mod is released.
765688207,Wed Mar 26 06:20:22 +0000 2014,448706002167148544,0,False,None,en,None,0,False,"The effect of refined sugar on health has been long known. However, usually majority of people don't pay... http://t.co/z9Q7ciOgjl"
2408593398,Wed Mar 26 06:17:09 +0000 2014,448705193417252864,0,False,None,en,None,0,False,"Healthy heart checklist - get active, eat better, keep a close watch on weight, reduce sugar, don't smoke, control cholesterol and high BP."
399298242,Wed Mar 26 05:44:37 +0000 2014,448697006626590720,0,False,None,en,None,0,False,"""@Stayin_Fit: Eat less sugar. You\u2019re sweet enough already."""
413355922,Wed Mar 26 05:30:14 +0000 2014,448693386816389120,0,False,None,en,None,0,False,Gulzar songs on youtube... working is a dream today. Now all I need is a big mug of coffee and life will be perfect :)
50624016,Wed Mar 26 04:58:22 +0000 2014,448685368737427456,2,False,None,en,None,0,False,How to make graham balls:\nMix Grahams and condensed milk. Roll into balls and poke in a marshmallow. Try not to eat while making. Eat it.
122903645,Wed Mar 26 04:56:41 +0000 2014,448684946052640768,1,False,None,en,None,0,False,Need to stuff a lotta coffee in to me. Its the only cure to this sleepy day. #insomnia
235541998,Wed Mar 26 04:49:43 +0000 2014,448683190883192833,0,False,None,en,None,0,False,@vinaykumargupta Most wouldn't pay 0.50p for going through the silly antic of having tea with these AAP jokers-
549136211,Wed Mar 26 04:34:22 +0000 2014,448679329942106112,0,False,"{u'type': u'Point', u'coordinates': [80.2548799, 13.02380225]}",en,None,0,False,"If Facebook has it's way, u won't need to step out of the house for coffee with friends. Just put on your oculus rift headset and ta-da!"
2349602114,Wed Mar 26 04:25:07 +0000 2014,448676998236225536,0,False,None,en,None,0,False,"@IndiaToday 5000 bucks not worth, Waste of money; Have a cup of tea with AAP leaders in Gurgaon for Rs 5,000 http://t.co/COpEvz9rVV"
1180734439,Wed Mar 26 03:58:43 +0000 2014,448670357319581696,0,False,None,en,None,1,False,RT @MissT22_: Just need a coffee
70174530,Wed Mar 26 03:58:13 +0000 2014,448670229728481280,0,False,None,en,None,1,False,Just need a coffee
98177864,Wed Mar 26 03:55:48 +0000 2014,448669621478903808,0,False,None,en,None,0,False,"Tho milk is so much essential 2 a daily life, what's un-pardonable is why did de first milkman milk the cow? That's where polygamy was born!"
154482976,Wed Mar 26 03:46:56 +0000 2014,448667389333229568,0,False,None,en,None,0,False,@Swamy39A refreshing tea from Modi is the need of the hr for a tired Mani S Iyer searching congress in TN.
148637026,Wed Mar 26 03:38:02 +0000 2014,448665149851717632,0,False,None,en,None,0,False,"I have Coffee Tree on my island! Now my island is even more awesome! http://t.co/tMmBx1a2dU #pad, #ipadgames, #gameinsight"
229972583,Wed Mar 26 03:18:46 +0000 2014,448660301747986433,0,False,None,en,None,0,False,\u201c@__bunss: @liveLOVElynniee make me don't want eat chicken nomo\u201d\U0001f602\U0001f602\U0001f602 forreal I'm joked
2185459058,Wed Mar 26 02:52:05 +0000 2014,448653586201731072,0,False,None,en,None,1,False,RT @GuptaAAPKA: Sounds like BJP spending too much money for Drinks...just because of Drinks and Chicken Briyani....... http://t.co/uxl4lrE3\u2026
451211136,Wed Mar 26 02:44:07 +0000 2014,448651584163946496,0,False,None,en,None,1,False,RT @SavannahGrant2: It's too early to deal. I need coffee.
538586223,Wed Mar 26 02:43:44 +0000 2014,448651484381446144,1,False,None,en,None,1,False,It's too early to deal. I need coffee.
437851062,Wed Mar 26 02:42:35 +0000 2014,448651195238727680,0,False,None,en,None,0,False,"You want him, you can have him. I happen to be generous, sweetie. :)"
437851062,Wed Mar 26 02:28:08 +0000 2014,448647559737651200,0,False,None,en,None,0,False,"Hot topic, maybe I should drop it. It's a touchy subject. And I like to tip-toe around the ship going down. \U0001f6a2 #packup #dontworry"
452313674,Wed Mar 26 02:17:18 +0000 2014,448644834710941696,0,False,None,en,None,0,False,Sometimes all u need is butter milk instead of coffee at mornings .
39755453,Wed Mar 26 02:10:15 +0000 2014,448643060100919296,1,False,None,en,None,0,False,"@vgarg01 @nirajcsrd @centerofright @AmiSri @Durgeshrai2013 Virag, let's join &amp; make some buck. Keep ink pots &amp;tomato. they need for TV shot"
39755453,Wed Mar 26 02:05:17 +0000 2014,448641811611791360,0,False,None,en,None,0,False,"Attention retailers. AAP has good stock of eggs, tomato and ink. contact for supply Ashutosh&amp;co HQ Delhi, camp Varanasi"
95404086,Wed Mar 26 01:52:41 +0000 2014,448638640726372352,1,False,None,en,None,1,False,Sounds like BJP spending too much money for Drinks...just because of Drinks and Chicken Briyani....... http://t.co/uxl4lrE362
192068731,Wed Mar 26 01:10:38 +0000 2014,448628056530649088,0,False,None,en,None,0,False,"For children, - - Share::-  \n- -\n- -\nLong ago there were two Geese who regularly visited a pond to eat Fish. Th... http://t.co/DDfeMzcMwK"
607176490,Tue Mar 25 21:14:38 +0000 2014,448568663767932928,0,False,None,en,None,0,False,Watching @_OlivierGiroud_  run around like a headless #chicken should be banned form of torture.#giroudout
495088881,Tue Mar 25 20:51:19 +0000 2014,448562796725145600,0,False,None,en,None,0,False,Curious how poultry farms have enough chicken supply all the time. \n\nThings that an industrial engineer asks himself over dinner. SMH.
44543576,Tue Mar 25 20:15:06 +0000 2014,448553684092592129,0,False,None,en,None,0,False,My first time! Chicken and Biryani fo da night! Kiss da cook!  #sverige #afterDark #dinner #foodie http://t.co/ilbqLrbQRh
71740971,Tue Mar 25 18:24:02 +0000 2014,448525732793180160,0,False,None,en,None,0,False,"I need professional help, urgent! someone who can cook Chicken very well. Help. RT"
122880383,Tue Mar 25 18:05:13 +0000 2014,448520998934310912,0,False,None,en,None,0,False,@CricManiacDeep Briyani is my favorite too!! Anything with Chicken is more preferrable :)
797888036,Tue Mar 25 17:52:11 +0000 2014,448517716048351233,0,False,None,en,None,0,False,municipalities  must ensure drinking water - pds outlets - gas depots - milk supply - electricity - communication - online payment - needs
26483254,Tue Mar 25 17:27:30 +0000 2014,448511503764062208,0,False,"{u'type': u'Point', u'coordinates': [77.7167694, 12.95324677]}",en,None,0,False,topic of tea discussion today was y despite being so beautiful and gorgeous @Ileana_Official has a foreign accent. 'D ve connected more else
135834443,Tue Mar 25 17:24:58 +0000 2014,448510867101843456,0,False,None,en,None,0,False,Suddenly soooper hungry. So scoring a phat Chicken Mughlai in office. Screw you calories.
1053085452,Tue Mar 25 17:15:13 +0000 2014,448508414902026240,0,False,None,en,None,0,False,@sujoydharr1 Have been travelling on Tilak Rd since school days. Take eve tea at a joint there almost daily! As good as a 2nd home!@ap_pune
23563570,Tue Mar 25 17:12:58 +0000 2014,448507849849585664,0,False,None,en,None,0,False,I want Airlines coffee. :(
40044280,Tue Mar 25 16:16:34 +0000 2014,448493653606944769,1,False,None,en,None,0,False,@Sivakumar_king Of late it's more like a fish market.\n @krdatla @andhroindian @pavanvoice @wtfex
2322873078,Tue Mar 25 15:42:56 +0000 2014,448485190839435266,1,False,None,en,None,0,False,@Chikni_Desi @Hot_poojasingh ummmm...big big milk tanks...want to drink....
21313701,Tue Mar 25 14:56:24 +0000 2014,448473478141063169,0,False,None,en,None,0,False,"@PERSONLOGICAL Illogical, IIT does give horn to a human, more than education experience matters, Bill gates was drop out, tea vendr ll b PM"
60278920,Tue Mar 25 14:31:53 +0000 2014,448467310680883200,0,False,None,en,None,0,False,"@tame_wildcard One day you will be a singularity and you will no longer be tired, need sleep, or require coffee. One day."
121010837,Tue Mar 25 14:30:01 +0000 2014,448466840407539712,0,False,None,en,None,0,False,"WARNING MESSAGE: :O :O :O\nGreen Tea Causes Side Effect, Everyone Must Check This Out By Clicking Below... http://t.co/R8oxJp3Gcl"
114457702,Tue Mar 25 14:18:54 +0000 2014,448464041573240834,1,False,None,en,None,0,False,"*slurp* me wants ""@Nigella_Lawson: Malaysian chicken curry and roti for lunch. Delish, but now I want to nap! http://t.co/bCg0SIakU7"""
448695969,Tue Mar 25 14:07:31 +0000 2014,448461177530892288,0,False,None,en,None,0,False,"\u201c@jonboi_alberto: Her : u never bought my chicken wings\n Him : stupid girl, why dont you eat the pair you've grown \n\n\U0001f602\U0001f602\U0001f602\U0001f602\U0001f602\U0001f602\u201d\U0001f629\U0001f602\U0001f602\U0001f602\U0001f602\U0001f602\U0001f602"
98624637,Tue Mar 25 14:06:37 +0000 2014,448460950522179585,0,False,None,en,None,0,False,@Buraiken Are we all of a sudden more decent than chicken? When di this happen?
54953415,Tue Mar 25 13:55:49 +0000 2014,448458234639028224,1,False,None,en,None,0,False,Sri Lankan restaurant called Y Cook in Besant Nagar is giving me good vibes. Read in Zomato that their Fish cutlets are pretty awesome...
80788325,Tue Mar 25 13:51:25 +0000 2014,448457127237931009,0,False,None,en,None,0,False,"The #fish went swimming back home! Wish #Rupaul was lactose intolerant, or less tolerant!  #RupaulDragRace"
179961384,Tue Mar 25 13:46:36 +0000 2014,448455914845396992,0,False,None,en,None,0,False,@NBerry_7 Pearl. You should share Coffee's pic to @aphrodiite
81877163,Tue Mar 25 13:09:18 +0000 2014,448446526503669760,1,False,None,en,None,0,False,"Wine yes! RT @TheInvertedBox: Wine, Coffee or Beer? \n\nMore minimal wallpapers here: https://t.co/tCIxvvZb2l http://t.co/xpI7uCM0NZ"
2297813046,Tue Mar 25 13:08:04 +0000 2014,448446216007737344,0,False,None,en,None,0,False,"Wine, Coffee or Beer? \n\nMore minimal wallpapers here: https://t.co/m2ZKmjmtfK http://t.co/CtRPVxYXCo"
811351447,Tue Mar 25 12:55:19 +0000 2014,448443008728305664,0,False,None,en,None,0,False,After a long day sometimes all we need is a great cup of #coffee! So head to #gloriajeans and get your daily dose!
7969132,Tue Mar 25 12:33:12 +0000 2014,448437440533889024,0,False,None,en,None,0,False,@KFC_India I Need a break from Fish  its time to Taste Awesome KFC Chicken  #KFCLifeIsSoGood
15472206,Tue Mar 25 12:26:50 +0000 2014,448435839354155008,0,False,None,en,None,0,False,@MarcCox You need tender coconut water or just plenty of plain water
121713207,Tue Mar 25 12:07:04 +0000 2014,448430867489124352,0,False,None,en,None,0,False,@Xavier_Dsouza i need a coffee first! :p
2150691560,Tue Mar 25 11:50:49 +0000 2014,448426777879134208,0,False,None,en,None,0,False,Export subsidy for sugar questioned at WTO meet\nFor More details:... http://t.co/ekZ25tIITo
193258642,Tue Mar 25 11:50:47 +0000 2014,448426767133720576,1,False,None,en,None,0,False,"All I want right now is to sit in a nice lil cafe, sipping a cup of coffee and reading my book! Sigh!"
2150691560,Tue Mar 25 11:49:13 +0000 2014,448426374370705408,0,False,None,en,None,0,False,Export subsidy for sugar questioned at WTO meet For More details: http://t.co/rAchOVK3mg http://t.co/P1QsuguEsc
2297280847,Tue Mar 25 11:32:22 +0000 2014,448422131911520256,0,False,None,en,None,0,False,Cantonese Chicken &amp; Chicken Bell Pepper #Combo from Mr.Chow available for #Dinner today at #AtchayamFoodbox - CMBT. http://t.co/4R7APTeP1q
65683523,Tue Mar 25 10:45:13 +0000 2014,448410269010505728,0,False,None,en,None,0,False,everybody should believe in something..i believe i'll have another coffee #office #Workaholics #justsaying #lol
73136854,Tue Mar 25 10:25:34 +0000 2014,448405320738410496,0,False,None,en,None,0,False,I dnt need ppl in fb to load my frndlist...if u dnt spk jus fish away....#annoyed
362478793,Tue Mar 25 10:24:20 +0000 2014,448405010758373377,0,False,None,en,None,0,False,Ordered a chicken burger with extra cheese and large fries along with coke! from Rush-Hours a Pune based burger chain which beats MacD &amp; BK!
67646039,Tue Mar 25 10:18:48 +0000 2014,448403621005127680,0,False,None,en,None,0,False,"hahaha ""You need to swap companies. Tea, 9 to 5, flexi, work weekends are you crazy?"""
1654977391,Tue Mar 25 09:02:16 +0000 2014,448384359158931457,0,False,None,en,None,0,False,"The Original Meaning of Lent, Friday Fish and the Poor, The Saint Executed on Good Friday and More!: By TITO E... http://t.co/hsVhgkEpJG"
1630222260,Tue Mar 25 08:56:24 +0000 2014,448382881698955264,0,False,None,en,None,7,False,RT @Sirime: [New #Recipe #PastaPlease] Creamy Sun Dried Tomato and Spinach Macaroni 'n' Cheese http://t.co/ce0ohuKAUB @utterlyscrummy @tinn\u2026
2289320329,Tue Mar 25 08:56:09 +0000 2014,448382818528526336,0,False,None,en,None,7,False,RT @Sirime: [New #Recipe #PastaPlease] Creamy Sun Dried Tomato and Spinach Macaroni 'n' Cheese http://t.co/ce0ohuKAUB @utterlyscrummy @tinn\u2026
250087842,Tue Mar 25 08:53:59 +0000 2014,448382272706990080,0,False,None,en,None,7,False,RT @Sirime: [New #Recipe #PastaPlease] Creamy Sun Dried Tomato and Spinach Macaroni 'n' Cheese http://t.co/ce0ohuKAUB @utterlyscrummy @tinn\u2026
29981060,Tue Mar 25 08:48:52 +0000 2014,448380985042673664,0,False,None,en,None,0,False,"@CafeCoffeeDay VTV Bangalore, why charge service tax when you take more than 30 mins to deliver for a plain frappe and lemon tea! #pathetic"
1470312470,Tue Mar 25 08:20:53 +0000 2014,448373943830073344,1,False,None,en,None,0,False,"Olive Bistro - Hyderabad's weekly cooking tip! \n\nIf you don't have time to brine your chicken, use this simple... http://t.co/n8soyQcMsW"
182749818,Tue Mar 25 08:12:04 +0000 2014,448371727081701376,0,False,None,en,None,0,False,What I am trying to understand here is.... which Govt. application did he apply for? and how did he figure of the... http://t.co/A2FrWzoP0z
40620742,Tue Mar 25 08:11:12 +0000 2014,448371508230881280,0,False,None,en,None,0,False,@badaboomtheory strainer is more useful for tea
409840346,Tue Mar 25 07:57:04 +0000 2014,448367950605455360,0,False,None,en,None,9,False,"RT @14_yr_old_Etard: Most common types of headache:\r1 Not now honey, Im tired\r2 Dimaag ka dahi kar dala\r3 SOMEONE GET ME MY COFFEE\r4 the im\u2026"
473977362,Tue Mar 25 07:45:12 +0000 2014,448364965104058368,0,False,None,en,None,0,False,"Want! ""@prats_39: Lemon mint iced tea..."""
69501723,Tue Mar 25 07:44:36 +0000 2014,448364813438054400,1,False,None,en,None,0,False,@MrAmbiDexter The brain looks more like roasted chicken! :D
58780516,Tue Mar 25 07:26:21 +0000 2014,448360221807632384,0,False,None,en,None,0,False,I want butter chicken and roomali roti
23956646,Tue Mar 25 07:23:51 +0000 2014,448359592322686976,0,False,None,en,None,0,False,NCDEX Sugar: Medium Term Bearish (Daily Chart) 31st Jan http://t.co/r9vW6ANGEE
23956646,Tue Mar 25 07:23:25 +0000 2014,448359482704158721,0,False,None,en,None,0,False,NCDEX Sugar: Medium Term Bearish (Daily Chart) 31st\xa0Jan http://t.co/HAjWfews5U
446832692,Tue Mar 25 07:18:57 +0000 2014,448358356831309824,0,False,None,en,None,0,False,Eggs thrown on @ArvindKejriwal .\nWhy should we Waste of Eggs..\nRIP Chicken #KejriwalinVaranasi \nVaranasi Want #BJP \nVaranasi want #NaMo
23317873,Tue Mar 25 07:15:36 +0000 2014,448357515055489024,1,False,None,en,None,0,False,And then the coffee majors will have a real problem in their cup - http://t.co/vqdfMo9gMB #health #sleep
2178663834,Tue Mar 25 07:08:54 +0000 2014,448355830572675072,0,False,None,en,None,7,False,RT @swami2005: Beautiful under-water life!....more like painted marbles!! RT @TheWorldStories Mandarin Dragonets - the Colorful fish http:/\u2026
189452323,Tue Mar 25 06:56:04 +0000 2014,448352599473790976,0,False,None,en,None,0,False,@tea_totaler The more Ballsy move will be when you reply them with your same official mail ;-)
18870629,Tue Mar 25 06:31:18 +0000 2014,448346366670946304,0,False,None,en,None,0,False,"Live Completely did a u turn in this March when i got married .. u cant sleep as long as u want .There are some +ves too, u get tea in mrng"
2242324818,Tue Mar 25 05:48:57 +0000 2014,448335708315320320,0,False,None,en,None,0,False,Enjoy good filter coffee with reliable Philips coffeemaker for easy storage available at Shop2Hyderabad.\nhttp://t.co/xUP4BIdY3i
43498980,Tue Mar 25 05:46:59 +0000 2014,448335215358779393,0,False,None,en,None,0,False,Starbucks Bouncer Ruins Every Coffee Addict's Day: \nEven morning people need that first cup of coffee to kick ... http://t.co/hbs8QZB4VI
287070403,Tue Mar 25 05:25:53 +0000 2014,448329905823285248,0,False,None,en,None,0,False,Starbucks Bouncer Ruins Every Coffee Addict's Day - Even morning people need that first cup of coffee to kick star... http://t.co/BsHs59Op6p
199571760,Tue Mar 25 05:25:27 +0000 2014,448329797190840320,0,False,None,en,None,0,False,Starbucks Bouncer Ruins Every Coffee Addict's Day - Even morning people need that first cup of coffee to kick star... http://t.co/Oejgyg2pq4
2355807356,Tue Mar 25 05:03:01 +0000 2014,448324150298288128,0,False,None,en,None,0,False,Starbucks Bouncer Ruins Every Coffee Addict's Day: \nEven morning people need that first cup of coffee to kick ... http://t.co/r186vwXnuz
52027918,Tue Mar 25 05:02:21 +0000 2014,448323984229023744,0,False,None,en,None,0,False,Starbucks Bouncer Ruins Every Coffee Addict's Day: \nEven morning people need that first cup of coffee to kick ... http://t.co/IIQyjbFxOT
260828493,Tue Mar 25 05:01:41 +0000 2014,448323812916871168,0,False,None,en,None,0,False,Starbucks Bouncer Ruins Every Coffee Addict's Day: \nEven morning people need that first cup of coffee to kick ... http://t.co/uidgM0mhVk
526225187,Tue Mar 25 04:29:37 +0000 2014,448315743055015936,0,False,"{u'type': u'Point', u'coordinates': [72.85577697, 18.99997054]}",en,None,0,False,@bournevita @ZeeNews @ndtvfeed no reply to my treat about more than 70% sugar content in Bournevita!
198795374,Tue Mar 25 04:08:33 +0000 2014,448310444386975744,0,False,None,en,None,0,False,It's good to know Heinz India thinks Indian kids need more sugar and less proteins from their Complan - http://t.co/6YHOpVdXOg
33168717,Tue Mar 25 03:46:26 +0000 2014,448304877802774529,0,False,None,en,None,0,False,"Coffee, I need you."
